atributos_id,player_api_id,overall_rating,potential,preferred_foot,crossing,finishing,dribbling,free_kick_accuracy,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,strength,aggression,interceptions,vision,penalties,marking,id_temporada
12830,352887,55.0,72.0,right,47.0,32.0,51.0,30.0,56.0,63.0,57.0,68.0,52.0,62.0,51.0,71.0,58.0,62.0,58.0,47.0,44.0,43.0,6
12831,148827,65.0,75.0,left,54.0,58.0,55.0,45.0,66.0,67.0,69.0,60.0,65.0,70.0,61.0,55.0,67.0,69.0,55.0,72.0,50.0,54.0,7
12832,148827,65.0,75.0,left,54.0,58.0,55.0,45.0,66.0,67.0,69.0,60.0,65.0,70.0,61.0,55.0,67.0,69.0,55.0,72.0,50.0,54.0,6
12833,24385,73.0,73.0,right,57.0,59.0,65.0,62.0,70.0,44.0,38.0,56.0,70.0,54.0,71.0,67.0,78.0,86.0,77.0,70.0,59.0,67.0,10
12834,24385,76.0,76.0,right,56.0,63.0,63.0,65.0,76.0,53.0,55.0,55.0,80.0,52.0,74.0,74.0,77.0,82.0,74.0,81.0,59.0,61.0,7
12835,24385,76.0,76.0,right,56.0,63.0,63.0,65.0,76.0,53.0,55.0,54.0,80.0,52.0,74.0,74.0,77.0,82.0,74.0,81.0,59.0,61.0,7
12836,24385,76.0,76.0,right,56.0,63.0,63.0,65.0,76.0,53.0,55.0,54.0,80.0,52.0,74.0,74.0,77.0,82.0,74.0,81.0,59.0,61.0,7
12837,24385,76.0,76.0,right,56.0,63.0,63.0,65.0,76.0,57.0,56.0,56.0,80.0,52.0,74.0,70.0,77.0,82.0,74.0,81.0,59.0,61.0,6
12838,24385,74.0,78.0,right,60.0,70.0,66.0,62.0,74.0,69.0,70.0,66.0,75.0,75.0,70.0,72.0,73.0,81.0,73.0,77.0,70.0,63.0,4
12839,24385,55.0,63.0,right,59.0,51.0,52.0,61.0,64.0,65.0,55.0,66.0,60.0,75.0,46.0,72.0,52.0,39.0,55.0,77.0,49.0,35.0,2
12840,29904,73.0,73.0,right,63.0,58.0,65.0,78.0,75.0,40.0,34.0,42.0,73.0,55.0,82.0,48.0,63.0,62.0,69.0,78.0,67.0,54.0,8
12841,29904,70.0,70.0,right,65.0,57.0,69.0,78.0,71.0,56.0,53.0,58.0,65.0,57.0,82.0,49.0,63.0,62.0,58.0,76.0,57.0,55.0,7
12842,37422,72.0,72.0,right,81.0,45.0,61.0,58.0,65.0,77.0,79.0,66.0,81.0,43.0,69.0,69.0,78.0,79.0,76.0,60.0,45.0,61.0,8
12843,37422,67.0,72.0,right,76.0,55.0,71.0,68.0,66.0,78.0,77.0,72.0,62.0,66.0,63.0,69.0,69.0,63.0,72.0,60.0,71.0,64.0,3
12844,165706,61.0,66.0,right,57.0,56.0,59.0,57.0,61.0,62.0,61.0,63.0,64.0,67.0,59.0,54.0,61.0,39.0,60.0,68.0,59.0,57.0,3
12845,213695,71.0,77.0,left,72.0,40.0,70.0,57.0,73.0,78.0,76.0,77.0,67.0,79.0,68.0,75.0,74.0,72.0,71.0,66.0,56.0,67.0,8
12846,213695,70.0,71.0,left,76.0,40.0,69.0,57.0,68.0,77.0,75.0,76.0,70.0,66.0,65.0,74.0,73.0,75.0,70.0,57.0,56.0,68.0,7
12847,213695,60.0,69.0,left,66.0,41.0,52.0,46.0,62.0,74.0,77.0,73.0,67.0,63.0,65.0,69.0,66.0,73.0,58.0,54.0,56.0,57.0,1
12848,33715,67.0,67.0,right,49.0,43.0,50.0,57.0,66.0,60.0,63.0,56.0,61.0,67.0,59.0,80.0,76.0,69.0,65.0,52.0,71.0,57.0,7
12849,33715,73.0,74.0,right,54.0,44.0,51.0,58.0,67.0,64.0,67.0,52.0,63.0,60.0,65.0,79.0,76.0,71.0,75.0,68.0,70.0,70.0,4
12850,33715,69.0,71.0,right,54.0,44.0,59.0,58.0,60.0,59.0,65.0,52.0,54.0,60.0,65.0,79.0,70.0,64.0,73.0,68.0,59.0,72.0,3
12851,25571,74.0,74.0,right,64.0,65.0,77.0,71.0,80.0,67.0,64.0,62.0,72.0,80.0,80.0,66.0,91.0,70.0,55.0,80.0,76.0,44.0,9
12852,25571,73.0,73.0,right,64.0,67.0,72.0,71.0,80.0,68.0,64.0,57.0,72.0,74.0,81.0,62.0,92.0,71.0,55.0,80.0,77.0,44.0,9
12853,25571,73.0,73.0,right,64.0,70.0,73.0,71.0,80.0,70.0,64.0,67.0,72.0,74.0,78.0,78.0,94.0,71.0,55.0,73.0,72.0,44.0,7
12854,495841,68.0,83.0,right,40.0,74.0,69.0,43.0,68.0,76.0,78.0,59.0,64.0,60.0,66.0,61.0,63.0,35.0,20.0,59.0,77.0,20.0,10
12855,361710,80.0,82.0,right,34.0,34.0,55.0,61.0,69.0,44.0,55.0,47.0,66.0,30.0,84.0,58.0,87.0,82.0,80.0,34.0,60.0,84.0,9
12856,77741,78.0,78.0,right,28.0,33.0,49.0,55.0,51.0,67.0,69.0,58.0,61.0,50.0,85.0,80.0,90.0,81.0,83.0,51.0,48.0,83.0,8
12857,77741,80.0,84.0,right,34.0,44.0,53.0,61.0,62.0,68.0,68.0,58.0,68.0,50.0,86.0,80.0,88.0,84.0,82.0,52.0,54.0,85.0,8
12858,77741,80.0,82.0,right,52.0,47.0,53.0,61.0,69.0,53.0,55.0,56.0,63.0,69.0,70.0,71.0,90.0,78.0,81.0,51.0,54.0,80.0,8
12859,77741,83.0,87.0,right,52.0,47.0,53.0,61.0,70.0,53.0,58.0,56.0,68.0,69.0,70.0,71.0,90.0,78.0,83.0,51.0,54.0,83.0,7
12860,77741,80.0,85.0,right,52.0,47.0,55.0,66.0,69.0,68.0,73.0,67.0,78.0,75.0,70.0,82.0,81.0,76.0,82.0,68.0,54.0,84.0,5
12861,261599,74.0,79.0,right,69.0,80.0,83.0,63.0,81.0,78.0,75.0,77.0,74.0,77.0,74.0,75.0,69.0,56.0,26.0,68.0,77.0,30.0,10
12862,261599,68.0,75.0,right,63.0,63.0,75.0,57.0,72.0,77.0,77.0,77.0,64.0,67.0,72.0,75.0,63.0,42.0,25.0,65.0,69.0,29.0,9
12863,261599,68.0,75.0,right,63.0,63.0,75.0,57.0,72.0,77.0,77.0,77.0,64.0,67.0,74.0,72.0,58.0,42.0,25.0,65.0,69.0,29.0,8
12864,261599,65.0,75.0,right,63.0,60.0,72.0,52.0,68.0,75.0,71.0,69.0,60.0,65.0,74.0,74.0,58.0,42.0,25.0,64.0,63.0,29.0,8
12865,261599,62.0,75.0,right,63.0,60.0,72.0,52.0,68.0,75.0,71.0,69.0,66.0,65.0,74.0,74.0,58.0,52.0,25.0,64.0,63.0,29.0,5
12866,102572,70.0,70.0,right,63.0,71.0,76.0,69.0,75.0,76.0,74.0,80.0,73.0,84.0,75.0,72.0,59.0,54.0,25.0,65.0,79.0,16.0,9
12867,102572,71.0,71.0,right,62.0,72.0,79.0,68.0,74.0,76.0,74.0,80.0,77.0,84.0,74.0,69.0,59.0,53.0,24.0,64.0,78.0,25.0,9
12868,102572,71.0,71.0,right,62.0,72.0,79.0,68.0,74.0,76.0,74.0,80.0,77.0,84.0,74.0,69.0,59.0,53.0,24.0,64.0,78.0,25.0,8
12869,102572,73.0,81.0,right,52.0,75.0,82.0,62.0,74.0,82.0,81.0,83.0,74.0,67.0,72.0,68.0,58.0,53.0,24.0,69.0,78.0,15.0,5
12870,482331,73.0,81.0,right,73.0,70.0,75.0,55.0,72.0,78.0,76.0,73.0,71.0,77.0,67.0,62.0,52.0,56.0,52.0,67.0,56.0,50.0,9
12871,482331,73.0,81.0,right,73.0,70.0,75.0,55.0,72.0,78.0,76.0,74.0,71.0,77.0,67.0,62.0,52.0,56.0,52.0,67.0,56.0,50.0,9
12872,482331,60.0,68.0,right,64.0,57.0,67.0,47.0,65.0,76.0,69.0,68.0,35.0,70.0,58.0,61.0,54.0,52.0,24.0,47.0,54.0,20.0,9
12873,482331,60.0,68.0,right,64.0,57.0,67.0,47.0,65.0,76.0,69.0,68.0,35.0,70.0,58.0,61.0,54.0,52.0,24.0,47.0,54.0,20.0,8
12874,40501,71.0,74.0,left,71.0,62.0,73.0,70.0,74.0,73.0,69.0,76.0,63.0,67.0,58.0,56.0,62.0,55.0,45.0,72.0,69.0,41.0,5
12875,40501,72.0,79.0,left,71.0,62.0,73.0,70.0,74.0,76.0,75.0,78.0,63.0,61.0,58.0,60.0,59.0,45.0,25.0,72.0,69.0,41.0,4
12876,178574,68.0,71.0,right,71.0,48.0,68.0,52.0,70.0,84.0,79.0,80.0,63.0,92.0,55.0,85.0,53.0,64.0,71.0,47.0,38.0,62.0,8
12877,178574,66.0,74.0,right,68.0,48.0,68.0,52.0,71.0,85.0,83.0,82.0,52.0,92.0,55.0,88.0,58.0,63.0,69.0,47.0,38.0,60.0,8
12878,45744,75.0,75.0,right,61.0,74.0,83.0,57.0,84.0,78.0,75.0,78.0,77.0,69.0,68.0,74.0,68.0,58.0,32.0,72.0,71.0,21.0,10
12879,45744,75.0,75.0,right,61.0,74.0,83.0,57.0,84.0,78.0,75.0,78.0,77.0,69.0,68.0,74.0,68.0,58.0,32.0,72.0,71.0,21.0,10
12880,45744,75.0,77.0,right,62.0,74.0,82.0,56.0,83.0,80.0,76.0,81.0,76.0,69.0,69.0,74.0,70.0,64.0,31.0,71.0,70.0,20.0,9
12881,571685,64.0,74.0,left,71.0,40.0,67.0,35.0,69.0,68.0,65.0,71.0,65.0,68.0,60.0,62.0,58.0,56.0,69.0,42.0,32.0,62.0,9
12882,183482,64.0,72.0,right,52.0,54.0,70.0,58.0,72.0,72.0,73.0,71.0,70.0,63.0,64.0,71.0,70.0,40.0,25.0,58.0,53.0,25.0,7
12883,183482,66.0,72.0,right,52.0,66.0,70.0,58.0,71.0,72.0,73.0,64.0,70.0,63.0,64.0,67.0,51.0,40.0,11.0,58.0,53.0,16.0,5
12884,169756,78.0,78.0,right,12.0,16.0,15.0,17.0,23.0,46.0,44.0,47.0,71.0,48.0,40.0,69.0,74.0,38.0,25.0,29.0,44.0,14.0,10
12885,169756,76.0,78.0,right,25.0,25.0,25.0,25.0,22.0,46.0,44.0,47.0,70.0,48.0,39.0,69.0,74.0,37.0,24.0,25.0,28.0,25.0,8
12886,169756,73.0,79.0,right,11.0,15.0,14.0,16.0,22.0,46.0,44.0,47.0,70.0,48.0,39.0,68.0,74.0,37.0,24.0,26.0,28.0,13.0,7
12887,121923,69.0,73.0,right,53.0,71.0,68.0,52.0,68.0,77.0,77.0,,67.0,,60.0,,61.0,46.0,53.0,,50.0,21.0,1
12888,33992,77.0,77.0,left,84.0,58.0,81.0,68.0,82.0,78.0,74.0,79.0,84.0,78.0,87.0,74.0,68.0,77.0,78.0,68.0,58.0,72.0,8
12889,33992,78.0,82.0,left,78.0,62.0,80.0,72.0,79.0,78.0,82.0,84.0,79.0,80.0,75.0,74.0,68.0,65.0,70.0,68.0,65.0,65.0,5
12890,33992,78.0,86.0,left,78.0,62.0,80.0,72.0,79.0,82.0,81.0,78.0,69.0,74.0,75.0,70.0,65.0,55.0,72.0,68.0,73.0,60.0,3
12891,33992,79.0,86.0,left,78.0,62.0,80.0,72.0,79.0,82.0,81.0,78.0,69.0,74.0,75.0,70.0,73.0,70.0,72.0,68.0,73.0,75.0,1
12892,171737,63.0,66.0,right,61.0,56.0,56.0,71.0,69.0,71.0,67.0,69.0,68.0,54.0,61.0,65.0,55.0,48.0,51.0,68.0,51.0,14.0,5
12893,441441,73.0,81.0,left,74.0,68.0,75.0,78.0,76.0,72.0,62.0,78.0,69.0,76.0,75.0,50.0,65.0,53.0,41.0,75.0,66.0,37.0,10
12894,185301,66.0,76.0,right,70.0,40.0,64.0,49.0,63.0,79.0,77.0,73.0,67.0,62.0,49.0,68.0,63.0,74.0,60.0,62.0,51.0,69.0,4
12895,33993,77.0,79.0,right,56.0,32.0,56.0,53.0,63.0,66.0,69.0,62.0,73.0,60.0,63.0,71.0,82.0,85.0,68.0,65.0,68.0,77.0,3
12896,20771,72.0,73.0,left,74.0,56.0,77.0,59.0,71.0,80.0,81.0,78.0,76.0,71.0,65.0,67.0,57.0,56.0,53.0,68.0,57.0,21.0,5
12897,34268,64.0,64.0,right,42.0,25.0,20.0,37.0,41.0,29.0,41.0,43.0,53.0,31.0,51.0,72.0,80.0,67.0,65.0,30.0,44.0,59.0,8
12898,34268,68.0,71.0,right,57.0,20.0,49.0,38.0,59.0,33.0,51.0,37.0,65.0,34.0,55.0,54.0,83.0,71.0,66.0,33.0,45.0,65.0,5
12899,32870,73.0,73.0,right,68.0,41.0,67.0,53.0,69.0,67.0,71.0,62.0,68.0,62.0,59.0,72.0,79.0,87.0,73.0,57.0,49.0,76.0,10
12900,32870,72.0,74.0,right,67.0,37.0,71.0,42.0,72.0,73.0,79.0,71.0,67.0,62.0,54.0,72.0,75.0,87.0,68.0,55.0,51.0,68.0,7
12901,45605,75.0,78.0,left,63.0,61.0,77.0,57.0,80.0,90.0,91.0,84.0,83.0,62.0,65.0,64.0,61.0,70.0,75.0,74.0,72.0,21.0,4
12902,107929,73.0,75.0,right,51.0,55.0,53.0,31.0,67.0,55.0,62.0,61.0,56.0,51.0,73.0,75.0,83.0,81.0,71.0,46.0,28.0,71.0,9
12903,107929,73.0,75.0,right,51.0,55.0,53.0,31.0,67.0,55.0,62.0,61.0,56.0,51.0,73.0,75.0,83.0,81.0,71.0,46.0,28.0,71.0,9
12904,107929,74.0,80.0,right,51.0,55.0,53.0,31.0,67.0,55.0,66.0,61.0,56.0,51.0,73.0,74.0,83.0,81.0,71.0,46.0,28.0,74.0,7
12905,107929,74.0,80.0,right,51.0,55.0,53.0,31.0,67.0,56.0,66.0,61.0,56.0,51.0,73.0,74.0,83.0,81.0,71.0,46.0,48.0,74.0,7
12906,107929,76.0,78.0,right,51.0,55.0,53.0,31.0,67.0,69.0,72.0,67.0,76.0,72.0,73.0,83.0,81.0,75.0,77.0,70.0,28.0,75.0,5
12907,41168,76.0,76.0,right,67.0,78.0,79.0,69.0,80.0,66.0,74.0,84.0,79.0,74.0,78.0,56.0,57.0,36.0,45.0,74.0,68.0,39.0,10
12908,41168,76.0,77.0,right,67.0,78.0,79.0,69.0,80.0,67.0,75.0,84.0,79.0,74.0,78.0,56.0,57.0,36.0,45.0,74.0,68.0,39.0,10
12909,41168,76.0,77.0,right,67.0,78.0,79.0,69.0,80.0,67.0,75.0,84.0,79.0,74.0,78.0,56.0,57.0,36.0,45.0,74.0,68.0,39.0,9
12910,41168,74.0,77.0,right,66.0,75.0,77.0,62.0,79.0,73.0,77.0,78.0,73.0,74.0,75.0,57.0,56.0,35.0,44.0,66.0,67.0,38.0,7
12911,41168,71.0,76.0,right,65.0,72.0,77.0,62.0,78.0,70.0,77.0,78.0,63.0,74.0,72.0,57.0,56.0,35.0,44.0,66.0,67.0,38.0,7
12912,41168,68.0,76.0,right,59.0,73.0,75.0,59.0,72.0,75.0,72.0,85.0,63.0,73.0,64.0,57.0,56.0,35.0,44.0,58.0,63.0,39.0,6
12913,47565,77.0,77.0,left,81.0,45.0,72.0,38.0,81.0,75.0,78.0,78.0,72.0,69.0,57.0,68.0,69.0,69.0,80.0,61.0,49.0,75.0,10
12914,47565,75.0,77.0,left,81.0,44.0,70.0,37.0,81.0,77.0,79.0,78.0,70.0,70.0,56.0,74.0,70.0,68.0,79.0,63.0,48.0,72.0,7
12915,47565,74.0,77.0,left,81.0,44.0,70.0,37.0,81.0,77.0,79.0,78.0,70.0,70.0,56.0,74.0,70.0,68.0,75.0,61.0,48.0,72.0,7
12916,47565,72.0,74.0,left,78.0,44.0,63.0,37.0,76.0,77.0,76.0,78.0,67.0,70.0,56.0,74.0,67.0,73.0,74.0,63.0,48.0,71.0,5
12917,102394,63.0,70.0,right,17.0,14.0,13.0,19.0,18.0,58.0,59.0,64.0,56.0,33.0,11.0,75.0,36.0,29.0,25.0,27.0,15.0,10.0,5
12918,102394,68.0,71.0,right,21.0,21.0,21.0,19.0,21.0,28.0,29.0,64.0,36.0,33.0,21.0,72.0,36.0,29.0,38.0,27.0,35.0,21.0,2
12919,543020,68.0,72.0,right,35.0,36.0,58.0,34.0,64.0,65.0,66.0,59.0,68.0,64.0,59.0,71.0,68.0,68.0,73.0,58.0,30.0,68.0,10
12920,543020,64.0,68.0,right,26.0,36.0,48.0,34.0,59.0,63.0,59.0,59.0,66.0,64.0,59.0,71.0,68.0,70.0,71.0,58.0,30.0,57.0,9
12921,543020,64.0,69.0,right,26.0,36.0,48.0,34.0,59.0,63.0,64.0,59.0,66.0,64.0,59.0,71.0,68.0,70.0,71.0,58.0,30.0,57.0,7
12922,543020,57.0,69.0,right,26.0,24.0,48.0,34.0,41.0,63.0,61.0,59.0,66.0,64.0,59.0,71.0,60.0,70.0,68.0,58.0,58.0,57.0,4
12923,37451,72.0,72.0,right,44.0,59.0,32.0,47.0,64.0,45.0,54.0,36.0,64.0,52.0,53.0,78.0,84.0,78.0,66.0,42.0,60.0,71.0,9
12924,32763,76.0,81.0,left,79.0,79.0,74.0,80.0,78.0,73.0,75.0,63.0,68.0,67.0,86.0,57.0,69.0,61.0,74.0,75.0,73.0,27.0,3
12925,314605,78.0,84.0,left,84.0,65.0,78.0,40.0,81.0,88.0,87.0,88.0,78.0,87.0,73.0,85.0,60.0,76.0,79.0,58.0,43.0,72.0,9
12926,314605,78.0,84.0,left,84.0,65.0,78.0,40.0,81.0,88.0,87.0,88.0,78.0,87.0,73.0,85.0,60.0,76.0,79.0,58.0,43.0,72.0,8
12927,314605,78.0,84.0,left,84.0,65.0,78.0,40.0,81.0,88.0,87.0,88.0,78.0,87.0,73.0,85.0,60.0,76.0,79.0,58.0,43.0,72.0,8
12928,314605,61.0,74.0,left,62.0,53.0,60.0,39.0,56.0,77.0,76.0,79.0,70.0,86.0,39.0,64.0,38.0,62.0,56.0,46.0,43.0,36.0,7
12929,30273,74.0,74.0,right,64.0,51.0,73.0,63.0,77.0,67.0,65.0,74.0,72.0,90.0,58.0,65.0,56.0,67.0,67.0,80.0,51.0,46.0,7
12930,33759,75.0,82.0,right,65.0,55.0,67.0,64.0,69.0,69.0,68.0,64.0,73.0,80.0,72.0,66.0,83.0,92.0,69.0,70.0,79.0,83.0,1
12931,189192,75.0,78.0,right,71.0,58.0,80.0,45.0,77.0,89.0,93.0,78.0,75.0,73.0,83.0,78.0,68.0,77.0,38.0,66.0,50.0,20.0,8
12932,189192,71.0,74.0,right,68.0,57.0,71.0,54.0,74.0,89.0,92.0,77.0,72.0,72.0,82.0,78.0,67.0,76.0,37.0,60.0,49.0,25.0,8
12933,189192,71.0,74.0,right,68.0,57.0,71.0,44.0,74.0,89.0,92.0,77.0,72.0,72.0,82.0,78.0,67.0,76.0,37.0,60.0,49.0,25.0,7
12934,189192,69.0,74.0,right,68.0,53.0,71.0,44.0,73.0,88.0,90.0,77.0,64.0,72.0,74.0,78.0,67.0,76.0,37.0,57.0,49.0,19.0,7
12935,189192,61.0,65.0,right,53.0,52.0,66.0,45.0,61.0,69.0,68.0,63.0,67.0,58.0,65.0,57.0,59.0,60.0,38.0,53.0,51.0,12.0,1
12936,38131,71.0,71.0,right,75.0,69.0,72.0,71.0,73.0,74.0,69.0,76.0,77.0,78.0,70.0,69.0,60.0,59.0,37.0,69.0,66.0,30.0,10
12937,38131,72.0,77.0,right,73.0,66.0,69.0,72.0,72.0,75.0,71.0,76.0,78.0,76.0,73.0,67.0,56.0,58.0,36.0,68.0,65.0,29.0,8
12938,38131,71.0,74.0,right,70.0,66.0,72.0,75.0,72.0,74.0,69.0,76.0,74.0,76.0,81.0,64.0,56.0,58.0,42.0,65.0,56.0,32.0,7
12939,38131,65.0,77.0,right,64.0,54.0,63.0,43.0,62.0,65.0,74.0,76.0,65.0,69.0,54.0,70.0,56.0,49.0,52.0,76.0,57.0,38.0,1
12940,191906,75.0,76.0,right,57.0,44.0,48.0,32.0,69.0,53.0,64.0,54.0,71.0,61.0,45.0,83.0,78.0,81.0,79.0,40.0,37.0,75.0,10
12941,191906,77.0,80.0,right,56.0,43.0,45.0,31.0,67.0,58.0,67.0,54.0,75.0,61.0,44.0,77.0,80.0,80.0,81.0,39.0,36.0,77.0,8
12942,191906,75.0,78.0,right,55.0,42.0,44.0,30.0,64.0,54.0,58.0,53.0,71.0,60.0,43.0,69.0,79.0,78.0,80.0,54.0,35.0,74.0,6
12943,191906,72.0,75.0,right,55.0,42.0,44.0,30.0,62.0,54.0,61.0,53.0,71.0,60.0,43.0,69.0,79.0,78.0,70.0,53.0,35.0,72.0,6
12944,191906,62.0,72.0,right,23.0,29.0,22.0,30.0,43.0,65.0,64.0,56.0,61.0,65.0,43.0,70.0,71.0,67.0,61.0,38.0,35.0,63.0,4
12945,191906,58.0,67.0,right,23.0,29.0,22.0,30.0,43.0,62.0,60.0,56.0,58.0,65.0,43.0,70.0,66.0,69.0,39.0,38.0,49.0,57.0,1
12946,151079,68.0,70.0,right,49.0,35.0,55.0,49.0,65.0,65.0,66.0,64.0,68.0,71.0,56.0,70.0,80.0,75.0,67.0,70.0,57.0,58.0,6
12947,151079,66.0,70.0,right,48.0,31.0,52.0,45.0,64.0,63.0,63.0,61.0,67.0,68.0,52.0,66.0,76.0,72.0,66.0,68.0,53.0,59.0,5
12948,151079,66.0,72.0,right,49.0,32.0,68.0,46.0,65.0,65.0,67.0,61.0,68.0,65.0,53.0,66.0,78.0,73.0,67.0,69.0,54.0,61.0,5
12949,10348,77.0,77.0,right,70.0,75.0,80.0,82.0,84.0,74.0,71.0,72.0,71.0,79.0,80.0,54.0,70.0,60.0,28.0,73.0,78.0,34.0,9
12950,10348,76.0,76.0,right,67.0,72.0,79.0,81.0,83.0,72.0,68.0,72.0,70.0,79.0,76.0,54.0,70.0,59.0,27.0,72.0,77.0,33.0,8
12951,10348,76.0,76.0,right,68.0,72.0,81.0,81.0,83.0,72.0,68.0,72.0,70.0,78.0,76.0,54.0,67.0,59.0,27.0,69.0,77.0,33.0,7
12952,303484,74.0,76.0,right,38.0,25.0,53.0,57.0,56.0,50.0,54.0,49.0,71.0,45.0,39.0,55.0,82.0,86.0,78.0,49.0,47.0,75.0,9
12953,303484,74.0,76.0,right,38.0,25.0,47.0,57.0,56.0,50.0,54.0,49.0,71.0,45.0,39.0,55.0,82.0,86.0,78.0,49.0,47.0,75.0,9
12954,303484,71.0,75.0,right,38.0,25.0,47.0,50.0,59.0,48.0,53.0,39.0,66.0,45.0,38.0,55.0,77.0,85.0,74.0,57.0,47.0,74.0,7
12955,303484,69.0,72.0,right,28.0,25.0,47.0,50.0,57.0,43.0,48.0,39.0,62.0,45.0,38.0,55.0,76.0,85.0,66.0,57.0,47.0,72.0,7
12956,187150,70.0,76.0,left,67.0,69.0,77.0,58.0,76.0,79.0,77.0,79.0,65.0,79.0,74.0,75.0,59.0,43.0,32.0,70.0,70.0,25.0,8
12957,187150,73.0,78.0,left,78.0,73.0,82.0,58.0,81.0,86.0,82.0,81.0,64.0,82.0,76.0,78.0,59.0,43.0,32.0,76.0,70.0,25.0,8
12958,187150,74.0,78.0,left,78.0,73.0,82.0,58.0,81.0,86.0,82.0,81.0,64.0,82.0,76.0,78.0,59.0,43.0,32.0,76.0,70.0,25.0,7
12959,187150,74.0,78.0,left,78.0,73.0,82.0,58.0,81.0,86.0,82.0,81.0,64.0,82.0,76.0,78.0,59.0,43.0,32.0,76.0,70.0,19.0,7
12960,282470,71.0,74.0,right,63.0,60.0,76.0,59.0,74.0,75.0,74.0,76.0,70.0,82.0,64.0,71.0,51.0,57.0,46.0,74.0,66.0,37.0,10
12961,282470,71.0,74.0,right,63.0,57.0,76.0,59.0,74.0,75.0,74.0,76.0,70.0,80.0,64.0,71.0,51.0,57.0,46.0,74.0,66.0,37.0,10
12962,282470,71.0,74.0,right,63.0,57.0,76.0,59.0,74.0,75.0,74.0,76.0,70.0,80.0,64.0,71.0,51.0,57.0,46.0,73.0,66.0,22.0,10
12963,282470,71.0,76.0,right,62.0,56.0,75.0,58.0,75.0,77.0,76.0,77.0,72.0,85.0,63.0,71.0,53.0,56.0,45.0,74.0,65.0,21.0,9
12964,282470,55.0,65.0,right,43.0,47.0,55.0,62.0,69.0,68.0,60.0,72.0,50.0,59.0,54.0,58.0,52.0,56.0,45.0,47.0,66.0,21.0,5
12965,282470,55.0,65.0,right,43.0,47.0,55.0,62.0,69.0,68.0,60.0,72.0,50.0,59.0,54.0,58.0,52.0,56.0,45.0,47.0,66.0,21.0,1
12966,280638,73.0,77.0,right,61.0,33.0,55.0,54.0,63.0,73.0,74.0,57.0,67.0,54.0,55.0,74.0,73.0,81.0,73.0,40.0,47.0,69.0,9
12967,280638,71.0,75.0,right,69.0,32.0,52.0,53.0,61.0,74.0,76.0,57.0,69.0,55.0,46.0,74.0,73.0,80.0,69.0,39.0,46.0,68.0,8
12968,280638,70.0,75.0,right,66.0,32.0,51.0,53.0,56.0,76.0,78.0,57.0,64.0,57.0,46.0,68.0,69.0,80.0,78.0,39.0,46.0,67.0,1
12969,26169,73.0,73.0,right,73.0,62.0,79.0,69.0,78.0,64.0,65.0,68.0,67.0,66.0,65.0,55.0,59.0,58.0,33.0,77.0,63.0,28.0,5
12970,26169,83.0,87.0,right,84.0,72.0,88.0,69.0,86.0,81.0,79.0,86.0,78.0,77.0,70.0,44.0,59.0,58.0,77.0,85.0,85.0,28.0,3
12971,26169,82.0,82.0,right,80.0,70.0,85.0,69.0,81.0,75.0,77.0,86.0,77.0,77.0,70.0,44.0,53.0,48.0,75.0,85.0,71.0,28.0,1
12972,213500,72.0,77.0,right,71.0,52.0,67.0,72.0,72.0,57.0,53.0,67.0,69.0,69.0,61.0,59.0,59.0,66.0,63.0,73.0,69.0,44.0,10
12973,264293,68.0,75.0,left,75.0,43.0,62.0,56.0,71.0,77.0,77.0,75.0,55.0,68.0,78.0,70.0,69.0,70.0,70.0,52.0,54.0,69.0,8
12974,282689,62.0,69.0,left,65.0,38.0,55.0,48.0,64.0,73.0,76.0,62.0,53.0,50.0,67.0,66.0,73.0,55.0,64.0,47.0,49.0,60.0,9
12975,213493,57.0,71.0,right,15.0,25.0,26.0,30.0,42.0,56.0,61.0,48.0,57.0,58.0,41.0,69.0,73.0,56.0,64.0,48.0,40.0,51.0,5
12976,408994,54.0,58.0,left,41.0,29.0,47.0,28.0,31.0,67.0,59.0,54.0,51.0,67.0,25.0,55.0,51.0,51.0,63.0,37.0,35.0,58.0,1
12977,23678,80.0,80.0,right,62.0,61.0,65.0,41.0,77.0,68.0,73.0,69.0,80.0,63.0,68.0,71.0,82.0,87.0,79.0,76.0,66.0,77.0,9
12978,23678,80.0,80.0,right,62.0,61.0,65.0,41.0,77.0,68.0,73.0,69.0,80.0,63.0,68.0,71.0,82.0,87.0,79.0,76.0,66.0,77.0,8
12979,265727,69.0,73.0,right,58.0,44.0,50.0,50.0,76.0,58.0,68.0,73.0,64.0,57.0,58.0,77.0,72.0,67.0,74.0,52.0,58.0,65.0,9
12980,265727,70.0,75.0,right,63.0,44.0,62.0,50.0,76.0,58.0,68.0,79.0,64.0,57.0,58.0,77.0,72.0,67.0,74.0,52.0,58.0,65.0,8
12981,265727,70.0,81.0,right,63.0,44.0,52.0,50.0,76.0,59.0,68.0,79.0,64.0,57.0,58.0,77.0,71.0,67.0,75.0,52.0,58.0,61.0,7
12982,33840,69.0,69.0,right,54.0,71.0,67.0,58.0,69.0,55.0,63.0,59.0,68.0,56.0,72.0,81.0,74.0,62.0,27.0,59.0,73.0,23.0,6
12983,33840,70.0,72.0,right,60.0,70.0,60.0,58.0,68.0,71.0,72.0,69.0,73.0,79.0,76.0,80.0,77.0,62.0,27.0,69.0,73.0,43.0,4
